0,0,-3,-4,-5,0,0,0,-1,0,0,0,0,-4,0,-2,0,0,-6,0,-2,0,-3,-6,0,0,0,-7,0,-7,0,-7,6,-7,0,-7,7,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,-1,|,6,1,8,2,|,356.8999999999978,|,0,0,-3,-4,-5,0,0,0,-1,0,0,0,0,-4,0,0,0,0,-6,0,-2,0,-3,-6,0,0,-2,-7,0,6,0,-7,0,-7,0,-7,7,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,-1
0,0,-3,-4,-5,0,-3,0,-1,0,0,0,0,-4,0,-2,0,0,-6,0,-2,0,0,-6,0,0,0,-7,0,-7,0,-7,0,-7,0,-7,0,0,0,0,0,0,0,0,-1,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1,|,6,0,4,2,|,76.29999999999927,|,0,0,-3,-4,-5,0,0,0,-1,0,0,0,0,-4,0,-2,0,0,-6,0,-2,0,-3,-6,0,0,0,-7,0,-7,0,-7,6,-7,0,-7,0,0,0,0,0,0,0,0,-1,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1
0,0,-3,-4,-5,0,0,0,-1,0,0,0,0,-4,0,0,0,0,-6,0,-2,0,-3,0,0,0,-2,-7,0,6,0,-7,0,-7,0,-7,7,0,0,0,0,-6,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,-1,|,8,0,6,0,|,-48.525000000001455,|,0,0,-3,-4,-5,0,-1,0,0,0,0,0,0,-4,0,0,0,0,-6,0,-2,0,-3,0,0,0,-2,-7,0,6,0,-7,0,-7,0,-7,7,0,0,0,7,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,-1
0,0,-3,-4,-5,0,-1,0,0,0,0,0,0,-4,0,0,0,0,-6,0,-2,0,-3,0,0,0,-2,-7,0,6,0,-7,0,-7,0,-7,7,0,0,0,7,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,-1,|,4,2,2,0,|,154.29999999999927,|,0,0,-3,-4,-5,0,-1,0,0,0,0,0,0,-4,0,0,0,0,-6,0,-2,0,0,0,0,0,-2,-7,0,0,0,-7,0,-7,0,-7,7,0,0,0,7,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,-1
0,0,-3,-4,-5,0,0,0,-1,0,0,0,0,-4,0,0,0,0,-6,0,-2,0,-3,-6,0,0,-2,-7,0,6,0,-7,0,-7,0,-7,7,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,-1,|,5,2,5,4,|,238.89999999999782,|,0,0,-3,-4,-5,0,0,0,-1,0,0,0,0,-4,0,0,0,0,-6,0,-2,0,-3,0,0,0,-2,-7,0,6,0,-7,0,-7,0,-7,7,0,0,0,0,-6,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,-1
0,0,-3,-4,-5,0,0,0,0,0,0,0,0,-4,0,-1,0,0,0,0,-2,0,0,0,0,0,-2,-7,0,0,0,7,0,-7,0,-7,-6,0,0,0,0,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,5,4,3,0,-1,|,2,2,4,3,|,932.5,|,0,0,-3,-4,-5,0,0,0,0,0,0,0,0,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-2,-7,0,0,0,-2,0,-7,0,-7,-6,0,0,0,6,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,5,4,3,0,-1
0,-2,-3,-4,-5,0,-3,0,-1,0,-1,0,0,-4,0,0,0,0,-6,0,0,0,0,0,0,-6,-2,-7,0,-7,0,-7,0,-7,0,-7,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,7,0,7,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,1,|,7,2,5,2,|,-14.375,|,0,-2,-3,-4,-5,0,-3,0,-1,0,-1,0,0,-4,0,0,0,0,-6,0,0,0,0,-6,0,0,-2,-7,0,-7,0,-7,0,-7,0,-7,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,1
0,0,-3,-4,-5,0,0,0,0,0,0,0,0,-4,0,-1,0,0,-6,0,-2,0,0,0,0,0,-2,-7,0,0,0,7,0,-7,0,-7,7,0,0,0,0,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,-1,|,0,2,0,4,|,668.9249999999993,|,0,0,-3,-4,-5,0,0,0,0,0,0,0,0,-4,0,-1,0,0,0,0,-2,0,0,0,0,0,-2,-7,0,0,0,7,0,-7,0,-7,-6,0,0,0,0,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,5,4,3,0,-1
0,0,-3,-4,-5,0,-1,0,0,0,0,0,0,-4,0,0,0,0,-6,0,-2,0,0,0,0,0,-2,-7,0,0,0,-7,0,-7,0,-7,7,0,0,0,7,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,-1,|,6,0,6,1,|,349.7499999999982,|,0,0,-3,-4,-5,0,0,0,0,0,0,0,0,-4,0,-1,0,0,-6,0,-2,0,0,0,0,0,-2,-7,0,0,0,7,0,-7,0,-7,7,0,0,0,0,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,0,-1
0,-2,-3,-4,-5,0,-3,0,-1,0,0,0,0,-4,0,-2,0,0,-6,0,0,0,0,-6,0,0,0,-7,0,-7,0,-7,0,-7,0,-7,0,0,0,0,0,0,0,0,-1,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1,|,1,0,2,2,|,154.25,|,0,0,-3,-4,-5,0,-3,0,-1,0,0,0,0,-4,0,-2,0,0,-6,0,-2,0,0,-6,0,0,0,-7,0,-7,0,-7,0,-7,0,-7,0,0,0,0,0,0,0,0,-1,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1
0,0,-3,-4,-5,0,0,0,0,0,0,0,0,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-2,-7,0,0,0,-2,0,-7,0,-7,-6,0,0,0,6,-6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,5,4,3,0,-1,|,8,3,8,4,|,729,|,0,0,-3,-4,-5,0,0,0,0,0,0,0,0,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-2,-7,0,0,0,-2,0,-7,0,0,-6,0,0,0,6,-6,7,0,-7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,5,4,3,0,-1

-1,-2,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,-6,0,-7,0,-7,0,-7,0,-7,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1,|,1,2,1,4,|,-3.8250000000007276,|,-1,-2,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,-7,0,-7,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1
-1,0,-3,-4,-5,-4,-3,-2,-1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,-7,0,-7,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,4,5,4,3,2,1,|,6,2,6,6,|,109.375,|,-1,0,-3,-4,-5,-4,-3,-2,-1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,-7,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,4,5,4,3,2,1
-1,-2,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,-7,0,-7,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1,|,7,2,6,2,|,72.57500000000073,|,-1,-2,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,-7,0,-7,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,4,5,4,3,2,1
-1,0,-3,-4,-5,-4,-3,-2,-1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,-7,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,4,5,4,3,2,1,|,2,1,3,3,|,198.70000000000073,|,-1,0,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,-7,-2,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,4,5,4,3,2,1
-1,-2,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,-7,0,-7,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,4,5,4,3,2,1,|,1,0,0,2,|,21.799999999999272,|,-1,0,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-6,0,0,-7,0,-7,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1
-1,0,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,-7,-2,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,4,5,4,3,2,1,|,0,0,0,2,|,249.07500000000073,|,0,0,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-7,0,-7,-2,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1
0,0,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-7,0,-7,-2,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1,|,0,2,2,2,|,216.42499999999927,|,0,0,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-7,0,-7,-2,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,3,4,5,4,3,2,1
0,0,-3,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-7,0,-7,-2,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1,|,3,3,4,5,|,177.60000000000036,|,0,0,-3,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-7,0,6,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1
0,0,-3,-4,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-7,0,-7,-2,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,3,4,5,4,3,2,1,|,8,0,8,1,|,297.9500000000007,|,0,0,-3,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-7,0,-7,-2,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1
0,0,-3,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-7,0,6,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1,|,2,2,2,0,|,-388.84999999999854,|,0,0,-1,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-7,0,0,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1
0,0,-1,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-7,0,0,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,7,0,7,0,0,0,-6,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,3,4,5,4,3,2,1,|,2,0,2,6,|,538.1749999999993,|,0,0,0,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-7,0,0,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,7,0,-1,0,0,0,-6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,3,4,5,4,3,2,1
0,0,0,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-7,0,0,0,-7,0,-7,0,-7,0,-6,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,7,0,-1,0,0,0,-6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,3,4,5,4,3,2,1,|,1,4,3,4,|,677.625,|,0,0,0,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-7,0,0,0,-7,0,-7,0,-7,0,0,0,-6,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,7,0,-1,0,0,0,-6,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,3,4,5,4,3,2,1
0,0,0,-4,-5,-4,-3,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,-7,0,-7,0,-7,0,0,0,-6,0,0,0,0,0,7,0,0,0,-2,0,0,0,0,0,0,-1,0,0,0,-6,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,3,4,5,4,3,2,1,|,7,1,2,1,|,731.5,|,0,0,0,-4,-5,-4,-3,-2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,-7,0,-7,0,-7,0,0,0,-6,0,0,0,0,0,7,0,0,0,-2,0,0,0,0,0,0,-1,0,0,0,-6,0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,5,4,3,2,1
